There are 180,350 different words in the collocation database for this query (Query "{stellen/V}" (case-sensitive) returned 249,044 matches in 197,633 different texts)  
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts
760	Schulen	43608	238.657	255	245
761	internationalen	48303	264.352	254	253
762	1.	72131	394.757	254	253
763	Weise	46094	252.262	254	252
764	Pläne	24157	132.206	253	249
765	Merkel	28547	156.231	252	242
766	konnten	54036	295.727	252	249
767	teilte	42201	230.957	251	251
768	Bundesrepublik	44512	243.604	251	250
769	Dass	69272	379.11	251	249
770	Chef	48934	267.805	250	248
771	Ihnen	30831	168.731	250	239
772	Armee	45344	248.158	249	240
773	Bedrohung	10373	56.769	249	243
774	Monaten	64054	350.553	249	247
775	gern	41371	226.414	249	248
776	längst	61900	338.765	248	248
777	richtigen	17534	95.96	248	228
778	50	66842	365.811	248	247
779	Gleichzeitig	18878	103.315	247	246
780	offenbar	58931	322.516	247	247
781	internationale	31925	174.718	246	242
782	August	51541	282.072	246	244
783	Regisseur	31479	172.278	246	242
784	Ergebnis	52723	288.541	246	246
785	wissen	94738	518.48	246	246
786	vielen	78640	430.379	245	244
787	Kommission	25631	140.273	244	237
788	Müller	32021	175.244	244	238
789	Viele	51554	282.144	243	243
790	Urteil	40541	221.872	242	242
791	Gespräch	44451	243.27	241	240
792	Februar	48123	263.366	240	240
793	einigen	54774	299.766	240	237
794	zuvor	56255	307.871	240	239
795	Namen	76078	416.358	240	235
796	Ziel	67088	367.158	239	239
797	Irak	45331	248.086	238	227
798	frei	45334	248.103	238	237
799	solle	43900	240.255	238	237
800	100	59669	326.555	237	233
801	Macht	57240	313.262	237	235
802	Museum	29824	163.22	236	231
803	Generalverdacht	809	4.428	236	231
804	Anzeige	10534	57.65	236	226
805	Vertreter	39684	217.182	236	234
806	gesamte	26569	145.406	236	235
807	lässt	72183	395.041	235	233
808	Kontext	6061	33.171	235	233
809	Ort	64195	351.325	234	232
810	ging	84466	462.263	234	233
811	Verein	35208	192.686	234	232
812	Form	49605	271.477	234	231
813	Später	12542	68.64	233	232
814	lang	73577	402.67	233	233
815	Tat	31819	174.138	232	230
816	Tradition	22845	125.026	232	227
817	Trainer	31530	172.557	232	228
818	Statt	35362	193.528	231	230
819	danach	38413	210.226	231	231
820	Initiative	33832	185.155	231	230
821	Blick	65530	358.631	231	230
822	New	69285	379.181	230	228
823	jedes	37438	204.89	230	228
824	geworden	90235	493.836	229	228
825	Unterstützung	48101	263.246	229	227
826	Staaten	50396	275.806	228	223
827	Wissenschaftler	18975	103.846	228	225
828	bin	100087	547.754	228	227
829	Wahlen	39290	215.025	227	223
830	Wirtschaft	51749	283.211	227	222
831	ließ	63951	349.99	227	227
832	morgen	39344	215.321	227	226
833	Antwort	35273	193.041	227	226
834	Insgesamt	23334	127.702	227	226
835	Gruppen	38892	212.847	226	225
836	grüne	27202	148.87	226	224
837	bevor	42257	231.263	226	224
838	40	56535	309.403	226	221
839	Naturschutz	7636	41.79	226	209
840	voll	36233	198.295	225	224
841	Justiz	18200	99.605	225	215
842	Rolle	69938	382.755	225	225
843	Stunden	66848	365.844	225	223
844	Kirche	45334	248.103	224	222
845	Abseits	3324	18.192	224	221
846	weder	48425	265.019	223	223
847	Ärzte	22174	121.353	223	220
848	je	53864	294.786	223	222
849	aufs	30509	166.969	223	220
850	Christian	36786	201.322	222	220
851	System	30852	168.846	222	217
852	Sommer	46873	256.525	221	216
853	entsprechende	17216	94.219	221	221
854	Bereits	26663	145.921	221	221
855	Bündnis	31294	171.265	221	219
856	Personen	42670	233.523	220	220
857	möglich	79852	437.012	220	219
858	gehört	84994	465.153	219	219
859	lieber	44305	242.471	219	217
860	Anklage	17253	94.422	219	213
861	Anwalt	20532	112.367	219	217
862	Autoren	19894	108.875	218	217
863	jungen	47553	260.247	218	217
864	kritische	10105	55.302	218	213
865	Stück	54265	296.98	218	214
866	dennoch	37900	207.418	218	217
867	entgegen	22974	125.732	218	217
868	Vorsitzende	32855	179.808	217	217
869	China	45788	250.587	217	209
870	mittlerweile	37859	207.194	216	215
871	Landesregierung	21369	116.948	215	211
872	Martin	34732	190.08	214	210
873	liegt	118877	650.587	214	213
874	selber	25704	140.672	214	210
875	Selbst	41579	227.553	214	213
876	Tür	26070	142.675	213	207
877	hieß	52877	289.384	213	213
878	Neben	34607	189.396	213	212
879	Informationen	41596	227.646	213	212
880	weiß	112958	618.194	212	212
881	Zeitung	57258	313.36	212	212
882	Zugleich	13844	75.765	212	212
883	erhalten	72603	397.34	212	211
884	Minuten	50370	275.664	212	211
885	Polen	36309	198.711	211	198
886	1	102498	560.949	211	203
887	Arbeiten	24946	136.524	211	210
888	Bundeswehr	24294	132.956	211	205
889	Flüchtlinge	37789	206.811	211	204
890	Entwurf	21960	120.182	210	204
891	2	90257	493.956	210	202
892	Dinge	34253	187.459	210	207
893	sozialen	37509	205.278	210	208
894	Morgen	29883	163.543	210	209
895	direkt	42547	232.85	210	209
896	Richtung	41119	225.035	210	209
897	Verbindung	17967	98.329	210	209
898	meinen	40767	223.109	210	208
899	stellen	69064	377.972	209	173
900	Firmen	30442	166.602	209	202
901	Innenminister	23251	127.248	209	205
902	Ansicht	28845	157.862	209	209
903	Sicherheit	44763	244.978	209	208
904	Kultur	50864	278.367	209	208
905	ehemalige	41508	227.164	209	209
906	anderer	41656	227.974	208	208
907	ernsthaft	10609	58.061	208	206
908	scheint	79899	437.269	208	207
909	soziale	35891	196.423	208	201
910	Natürlich	35152	192.379	208	205
911	16	44781	245.076	208	207
912	Also	38540	210.921	207	206
913	letzte	56820	310.963	207	206
914	Kollegen	43751	239.439	207	202
915	sonst	62586	342.519	207	205
916	Sinn	34237	187.371	207	200
917	zweite	44053	241.092	206	205
918	Ministerpräsidenten	16542	90.531	206	195
919	Gegen	35987	196.949	205	203
920	Hand	67499	369.407	205	203
921	de	59717	326.818	205	200
922	Sicht	31801	174.04	205	205
923	Türkei	43046	235.581	204	198
924	Köln	42579	233.025	204	200
925	einzige	50141	274.41	204	204
926	finden	90638	496.041	204	204
927	gleichen	35921	196.588	203	201
928	Daß	52419	286.877	203	201
929	Hannover	41409	226.622	203	201
930	Motto	26760	146.452	203	202
931	Mutter	61614	337.2	202	199
932	pro	68139	372.909	202	202
933	Experten	27077	148.186	202	201
934	Gutachten	17488	95.708	202	197
935	Falle	17339	94.893	201	198
936	Institut	23612	129.223	201	198
937	Kohl	36665	200.659	201	197
938	Regel	21399	117.112	201	201
939	Augen	50889	278.504	201	199
940	Band	38934	213.077	201	198
941	knapp	55695	304.806	201	201
942	kürze	53342	291.929	200	200
943	mein	42786	234.158	200	197
944	10	57906	316.907	200	198
945	Bush	31006	169.689	200	194
946	Washington	36955	202.246	200	199
947	taub	878	4.805	200	196
948	VON	52093	285.093	199	199
949	all	46662	255.371	199	198
950	ans	22594	123.652	199	193
951	beispielsweise	34863	190.797	199	198
952	dich	18528	101.4	199	182
953	Wasser	52803	288.979	198	193
954	trotzdem	37422	204.802	198	197
955	Vater	52083	285.039	198	192
956	gute	58852	322.084	198	197
957	Antworten	11132	60.923	198	193
958	Aktion	35483	194.191	197	195
959	Außenminister	26324	144.065	197	192
960	durchaus	45394	248.431	197	197
961	genug	57296	313.568	197	197
962	indem	30697	167.998	197	196
963	meint	62691	343.094	197	197
964	zusätzliche	15409	84.33	197	196
965	Verhandlungen	45627	249.706	197	196
966	Schmidt	26771	146.512	196	189
967	Kampf	53661	293.675	196	194
968	Kanzler	21582	118.113	196	191
969	ehemaligen	58806	321.832	196	196
970	Spiel	65350	357.646	195	195
971	1990	35557	194.596	195	194
972	angesichts	36055	197.321	194	194
973	europäischen	39718	217.368	194	194
974	Liste	27031	147.935	194	190
975	Mannschaft	26216	143.474	194	193
976	…	52239	285.892	194	174
977	fordert	49742	272.227	194	191
978	hält	83927	459.314	194	193
979	bekannt	76883	420.763	193	193
980	Kosten	51868	283.862	193	193
981	obwohl	50501	276.381	192	192
982	recht	56139	307.236	192	191
983	bloß	24657	134.942	192	189
984	Studenten	32752	179.244	191	187
985	Bedingung	6053	33.127	191	190
986	Fotos	22183	121.403	191	186
987	Galerie	16864	92.293	191	188
988	Hans	36058	197.337	191	191
989	Interessen	26382	144.383	191	189
990	Titel	47969	262.524	190	190
991	Vielleicht	46194	252.809	190	188
992	Republik	39589	216.662	189	181
993	UNO	23138	126.629	189	186
994	Kind	49531	271.072	189	187
995	Material	17391	95.177	189	186
996	München	48601	265.982	189	189
997	Kölner	27280	149.297	188	186
998	Monate	49149	268.981	188	187
999	Wiederwahl	3248	17.776	188	185
1000	Diagnose	3237	17.715	188	180
1001	60	40569	222.025	187	187
1002	Produktion	24828	135.878	187	186
1003	Erklärung	31814	174.111	187	184
1004	Forscher	10788	59.04	187	183
1005	Ganz	30613	167.538	187	186
1006	ausdrücklich	13623	74.556	187	183
1007	gleiche	18591	101.744	187	186
1008	immerhin	35972	196.867	187	187
1009	musste	43605	238.64	186	184
1010	Tod	55508	303.783	186	181
1011	2007	29527	161.595	186	183
1012	Anspruch	27403	149.971	186	184
1013	Betrieb	23723	129.831	186	182
1014	Welche	17243	94.367	186	184
1015	halten	78915	431.884	185	185
1016	heutigen	29128	159.411	185	185
1017	ganzen	46405	253.964	184	182
1018	Zusammenarbeit	36471	199.598	184	183
1019	anderes	42954	235.078	184	183
1020	Lehrer	30193	165.24	184	179
1021	Dieter	28604	156.543	184	182
1022	Ja	50989	279.051	184	180
1023	Herbst	32886	179.978	183	182
1024	Innensenator	18725	102.478	183	176
1025	müßten	25803	141.214	183	183
1026	Universität	40303	220.569	183	179
1027	200	37027	202.64	183	181
1028	Demokratie	41772	228.609	183	177
1029	Laut	31664	173.29	183	182
1030	Licht	30694	167.981	183	181
1031	jeweils	34135	186.813	182	182
1032	Angesichts	18159	99.38	182	181
1033	Dr.	26490	144.974	182	177
1034	öffentliche	32003	175.145	182	181
1035	staatliche	18660	102.122	181	180
1036	Werk	31474	172.25	181	179
1037	Untersuchung	18185	99.522	181	180
1038	leben	68153	372.986	181	181
1039	Immerhin	24026	131.489	180	179
1040	Jugendlichen	33571	183.727	180	177
1041	14	45909	251.25	180	177
1042	2001	36700	200.851	180	178
1043	25	49014	268.243	180	179
1044	Wo	37659	206.099	180	177
1045	außer	31444	172.086	179	178
1046	forderte	40796	223.267	179	179
1047	Realität	21476	117.533	179	177
1048	2000	45341	248.141	179	177
1049	Bewegung	37096	203.018	179	177
1050	CSU	24614	134.707	178	174
1051	nehmen	78856	431.561	178	178
1052	entweder	14082	77.068	178	178
1053	Helmut	29600	161.994	178	175
1054	18	52609	287.917	177	177
1055	BERLIN	38218	209.159	177	174
1056	Verwaltung	18792	102.844	177	177
1057	Leiter	31928	174.735	177	174
1058	Modell	22555	123.438	177	175
1059	Neue	34989	191.487	176	175
1060	Gebäude	29140	159.477	176	173
1061	Geschäftsführer	27674	151.454	176	175
1062	nächste	33606	183.918	176	174
1063	Schüler	37812	206.937	176	175
1064	Senator	17416	95.314	176	175
1065	Szene	36165	197.923	176	173
1066	Wettbewerb	18851	103.167	176	169
1067	Beide	23465	128.419	176	175
1068	Bisher	23374	127.921	176	174
1069	2006	34837	190.655	175	174
1070	Radio	27913	152.762	175	166
1071	wenige	38786	212.267	175	174
1072	zunehmend	19022	104.103	175	175
1073	außerhalb	21591	118.163	175	174
1074	darin	43812	239.773	175	175
1075	politisch	38090	208.458	175	174
1076	gegeben	70141	383.866	174	174
1077	Kein	47022	257.341	174	174
1078	Drei	30483	166.827	174	173
1079	Wohnungen	27016	147.853	174	168
1080	Region	41237	225.681	174	174
1081	Tatsächlich	22434	122.776	174	171
1082	Stiftung	22910	125.381	173	167
1083	Hintergrund	33433	182.971	173	173
1084	Idee	50348	275.543	173	172
1085	Interview	36364	199.012	173	172
1086	Pressekonferenz	14647	80.16	173	171
1087	besondere	14087	77.095	173	171
1088	2005	37498	205.218	173	171
1089	Bank	36167	197.934	173	166
1090	Asylanträge	992	5.429	172	159
1091	Bahn	35632	195.006	172	168
1092	1995	36221	198.229	171	169
1093	Angst	63600	348.069	171	166
1094	innerhalb	46251	253.121	171	171
1095	Wort	55777	305.255	171	168
1096	bringen	72785	398.336	171	171
1097	Mensch	38702	211.807	171	168
1098	Lösung	39600	216.722	170	168
1099	Ab	27472	150.348	170	170
1100	GAL	16159	88.435	170	164
1101	Gerhard	30390	166.318	170	165
1102	früher	47946	262.398	170	168
1103	mußte	38976	213.307	170	170
1104	findet	86019	470.763	169	169
1105	Mädchen	45555	249.312	169	168
1106	stärkste	4641	25.399	169	163
1107	zeigt	90680	496.271	169	169
1108	1998	36322	198.782	168	163
1109	Album	13736	75.174	168	166
1110	Kraft	41662	228.007	168	165
1111	Kunden	30203	165.294	168	164
1112	Organisation	33326	182.386	168	167
1113	Insolvenzantrag	385	2.107	168	161
1114	eindeutig	18999	103.977	168	168
1115	Weil	53480	292.684	167	166
1116	stellt	65490	358.412	167	136
1117	Mehr	43467	237.885	167	167
1118	Trotz	36037	197.222	166	164
1119	kürzlich	21073	115.328	166	166
1120	müssten	28206	154.365	166	164
1121	neuer	38575	211.112	166	163
1122	ohnehin	35127	192.242	166	165
1123	vielmehr	20625	112.876	166	166
1124	17	38153	208.803	166	163
1125	2003	35021	191.662	166	166
1126	Einige	23896	130.777	166	166
1127	Trotzdem	26697	146.107	165	165
1128	Westen	47418	259.508	165	163
1129	bisherigen	24967	136.639	165	164
1130	wiederum	26320	144.043	165	165
1131	finanzielle	13778	75.404	165	164
1132	jene	29821	163.204	165	161
1133	jährlich	29763	162.886	165	164
1134	meist	37983	207.872	165	164
1135	neun	33597	183.869	165	164
1136	läßt	57373	313.99	164	162
1137	Viertel	23943	131.035	164	163
1138	1994	35934	196.659	164	163
1139	Bau	39740	217.488	164	162
1140	Boden	38361	209.941	164	163
1141	Landtag	18566	101.608	164	164
1142	wenigen	38875	212.754	164	164
1143	wären	41802	228.773	164	164
1144	zuletzt	42677	233.562	163	162
1145	Artikel	26029	142.451	163	160
1146	Liebe	46265	253.198	163	160
1147	Linke	23717	129.798	163	158
1148	Nein	52391	286.724	163	163
1149	ziemlich	33668	184.257	162	162
1150	Regierungschef	12941	70.823	162	160
1151	1989	32824	179.638	162	161
1152	1997	33199	181.691	162	161
1153	Auto	32878	179.934	162	158
1154	Fenster	19415	106.254	162	160
1155	Kamera	19911	108.968	162	160
1156	Filme	32299	176.765	161	157
1157	unser	33463	183.136	161	158
1158	zusätzlich	16247	88.916	161	160
1159	Papier	24535	134.275	161	159
1160	Paris	44966	246.089	161	158
1161	1999	36933	202.126	161	161
1162	2004	36232	198.29	161	159
1163	Arbeitsplätze	29004	158.732	161	161
1164	besonderen	11861	64.913	161	159
1165	&amp;	51447	281.558	160	159
1166	's	64286	351.823	160	160
1167	1992	33636	184.082	160	156
1168	Amtsgericht	8699	47.608	160	154
1169	Bürgerschaft	19571	107.108	160	157
1170	Dir	3365	18.416	160	150
1171	Stelle	40581	222.091	160	158
1172	verschiedenen	32058	175.446	159	159
1173	kalt	8037	43.985	159	156
1174	solcher	20242	110.78	159	159
1175	Europäische	14053	76.909	159	157
1176	Folge	34134	186.808	159	159
1177	Arzt	17077	93.459	159	156
1178	Werner	25232	138.089	159	157
1179	höhere	14819	81.101	158	156
1180	13	38508	210.746	158	157
1181	dadurch	30882	169.01	157	157
1182	demonstrativ	2735	14.968	157	156
1183	Versuch	33967	185.894	157	157
1184	Volk	32722	179.08	157	152
1185	stets	35278	193.069	157	157
1186	wichtige	19942	109.138	157	157
1187	leicht	47480	259.847	157	157
1188	Maßnahmen	31939	174.795	157	157
1189	Meinung	42921	234.897	156	154
1190	2002	36946	202.197	156	153
1191	Brüssel	24002	131.358	156	153
1192	Waffen	28505	156.002	156	155
1193	Wahrheit	29297	160.336	156	148
1194	dahin	23177	126.843	156	155
1195	gesamten	23147	126.678	156	155
1196	meiner	36028	197.173	156	154
1197	offiziell	23088	126.355	156	156
1198	John	35445	193.983	156	154
1199	19	37647	206.034	155	154
1200	3	69427	379.958	155	152
1201	Bezirk	17942	98.193	155	152
1202	Durch	36902	201.956	155	155
1203	Roman	28732	157.244	155	149
1204	Vergleich	32263	176.568	155	153
1205	Konkurrenz	23863	130.597	155	154
1206	Position	26172	143.234	155	154
1207	bekommt	36981	202.389	155	155
1208	berichtete	37483	205.136	155	155
1209	britische	23184	126.881	155	152
1210	dumm	5891	32.24	155	149
1211	besten	44777	245.055	154	150
1212	Staates	15004	82.114	154	153
1213	Finanzierung	17847	97.673	154	153
1214	Inzwischen	21809	119.356	154	154
1215	Kontakt	21788	119.241	154	154
1216	trotz	58725	321.389	154	154
1217	ständig	25737	140.853	153	153
1218	zwölf	33757	184.745	153	153
1219	Schritt	36842	201.628	153	152
1220	Sollte	18483	101.153	153	151
1221	Spiegel	29781	162.985	153	152
1222	dürfte	40628	222.348	153	152
1223	Bayern	38632	211.424	153	151
1224	Beitrag	20097	109.986	153	148
1225	Danach	26410	144.536	153	153
1226	Niedersachsen	29773	162.941	153	151
1227	Osten	48985	268.084	153	150
1228	schwer	67047	366.933	153	152
1229	gemeinsame	24343	133.224	152	152
1230	gemeinsamen	27505	150.529	152	151
1231	Walter	25884	141.657	152	151
1232	entscheidende	9980	54.618	152	152
1233	Ohne	33265	182.052	152	152
1234	Gewerkschaften	29044	158.951	152	150
1235	Führung	29617	162.087	151	151
1236	historischen	18749	102.609	151	149
1237	kündigte	27985	153.156	151	151
1238	vorab	5183	28.365	151	151
1239	Truppen	23623	129.283	151	147
1240	Moment	33237	181.899	151	151
1241	Druck	51655	282.696	151	150
1242	Asyl	9905	54.208	150	146
1243	verschiedene	19777	108.235	150	149
1244	Gerade	27160	148.641	150	150
1245	Hauptstadt	51450	281.574	150	150
1246	Moskau	33085	181.067	150	146
1247	Vorstand	18092	99.014	150	147
1248	einzelnen	25900	141.745	150	148
1249	Zahlen	32465	177.674	149	149
1250	darunter	37440	204.901	149	148
1251	tot	19510	106.774	149	147
1252	1993	31910	174.636	149	146
1253	Andreas	30190	165.223	149	149
1254	Körperverletzung	7875	43.098	149	145
1255	Frank	29487	161.376	149	148
1256	Grenzen	34543	189.046	149	143
1257	Interesse	44383	242.898	149	148
1258	Standpunkt	4057	22.203	149	148
1259	Verfassung	22659	124.008	148	144
1260	Vorschlag	31672	173.334	148	147
1261	anschließend	16645	91.094	148	148
1262	arbeiten	56888	311.335	148	148
1263	Jeder	26085	142.757	148	145
1264	Begründung	22720	124.342	148	146
1265	somit	14422	78.928	147	147
1266	gekommen	65381	357.816	147	147
1267	Worten	25800	141.198	147	147
1268	Zahl	69053	377.912	147	147
1269	amerikanische	22983	125.781	147	144
1270	berichtet	44041	241.027	147	147
1271	abgelehnt	24056	131.653	146	145
1272	80	31775	173.897	146	146
1273	Angebot	34087	186.551	146	144
1274	Beamte	16502	90.312	146	146
1275	Darüber	16914	92.567	146	146
1276	Gefühl	28326	155.022	146	146
1277	Hause	50659	277.245	146	145
1278	Frankfurt	39689	217.209	145	142
1279	Juden	34975	191.41	145	140
1280	Nacht	57269	313.42	145	145
1281	braucht	47135	257.959	144	143
1282	Förderung	21214	116.1	144	142
1283	guten	42063	230.201	144	143
1284	selten	29896	163.614	144	144
1285	AG	32847	179.764	144	143
1286	Einsatz	42213	231.022	144	143
1287	Bildung	29121	159.373	143	140
1288	Demonstranten	22615	123.767	143	141
1289	Ordnung	22847	125.037	143	142
1290	Personal	16222	88.779	143	139
1291	aktuellen	22689	124.172	143	142
1292	bestimmte	17439	95.44	143	143
1293	Gegenteil	27030	147.929	143	143
1294	Uni	22130	121.113	142	141
1295	beantwortet	6502	35.584	142	142
1296	Machtfrage	523	2.862	142	124
1297	Monat	32635	178.604	142	139
1298	Gelder	12136	66.418	141	141
1299	Hamburgs	19369	106.002	141	139
1300	Daten	21343	116.805	141	141
1301	ähnlich	24848	135.988	141	141
1302	Wirklichkeit	24138	132.102	141	141
1303	bedeutet	38554	210.997	141	141
1304	nebeneinander	3304	18.082	141	140
1305	per	42918	234.881	141	141
1306	Text	26921	147.333	141	140
1307	Team	27234	149.046	140	139
1308	90	28987	158.639	140	138
1309	Allein	24689	135.117	140	138
1310	mindestens	52830	289.127	140	140
1311	festgenommen	23554	128.906	139	138
1312	Sprecherin	25411	139.069	139	139
1313	Foto	32786	179.43	139	139
1314	dritten	27855	152.444	139	138
1315	Themen	29829	163.247	138	137
1316	geplanten	31835	174.226	138	137
1317	hoch	48273	264.187	138	137
1318	häufig	25380	138.899	138	137
1319	Frankfurter	24683	135.085	138	137
